ymd,high,low,tianqi,fengxiang,fengli,aqi,aqiInfo,aqiLevel
2021-01-01,1,-11,晴,东北风,1级,54,良,2
2021-01-02,0,-9,晴~多云,东北风,1级,78,良,2
2021-01-03,-1,-8,多云,东北风,1级,31,优,1
2021-01-04,0,-11,多云~晴,西北风,3级,36,优,1
2021-01-05,-2,-11,晴,西北风,2级,32,优,1
2021-01-06,0,-19,多云~晴,西北风,4级,64,良,2
2021-01-07,-7,-14,晴,西北风,3级,34,优,1
2021-01-08,-2,-10,晴,西北风,3级,31,优,1
2021-01-09,1,-8,晴,西北风,2级,41,优,1
2021-01-10,1,-7,多云,西北风,2级,26,优,1
2021-01-11,2,-8,多云,西北风,2级,57,良,2
2021-01-12,4,-6,晴~多云,北风,1级,99,良,2
2021-01-13,8,-6,晴~多云,北风,2级,177,中度污染,4
2021-01-14,2,-4,阴~多云,东北风,2级,81,良,2
2021-01-15,3,-8,晴,北风,3级,75,良,2
2021-01-16,0,-8,晴,西北风,3级,30,优,1
2021-01-17,3,-7,晴,西风,2级,49,优,1
2021-01-18,4,-6,晴~阴,东北风,2级,63,良,2
2021-01-19,-3,-8,阴~多云,东北风,2级,48,优,1
2021-01-20,1,-5,晴~多云,西北风,1级,71,良,2
2021-01-21,5,-5,阴~晴,西北风,1级,109,轻度污染,3
2021-01-22,5,-7,晴~多云,东北风,1级,114,轻度污染,3
2021-01-23,3,-6,多云,西南风,1级,103,轻度污染,3
2021-01-24,5,-5,晴~多云,东北风,1级,139,轻度污染,3
2021-01-25,1,-6,雨夹雪~雾,西风,1级,176,中度污染,4
2021-01-26,6,-7,阴~多云,西北风,2级,117,轻度污染,3
2021-01-27,3,-6,阴~多云,北风,2级,63,良,2
2021-01-28,-1,-9,晴,西北风,微风,49,优,1
2021-01-29,0,-8,晴,东北风,1级,52,良,2
2021-01-30,7,-7,晴,东南风,1级,68,良,2
2021-01-31,0,-5,多云~晴,东北风,1级,90,良,2
2021-02-01,2,-10,晴,西北风,3级,51,良,2
2021-02-02,0,-8,晴~多云,西北风,2级,35,优,1
2021-02-03,7,-6,多云~晴,西北风,微风,50,优,1
2021-02-04,10,-5,晴~多云,西南风,微风,59,良,2
2021-02-05,15,-2,晴,西北风,1级,70,良,2
2021-02-06,16,-3,晴~多云,西北风,2级,81,良,2
2021-02-07,7,-5,晴,北风,2级,47,优,1
2021-02-08,7,-5,多云,东南风,1级,45,优,1
2021-02-09,10,-3,晴,北风,1级,88,良,2
2021-02-10,15,-3,晴,北风,1级,110,轻度污染,3
2021-02-11,11,-1,多云~晴,北风,1级,220,重度污染,5
2021-02-12,14,-1,多云,东北风,微风,255,重度污染,5
2021-02-13,7,2,雾~小雨,东北风,1级,264,重度污染,5
2021-02-14,4,-5,雨夹雪~多云,东北风,2级,135,轻度污染,3
2021-02-15,5,-4,晴~多云,西风,3级,31,优,1
2021-02-16,0,-7,晴,西北风,4级,37,优,1
2021-02-17,3,-7,晴,西北风,3级,24,优,1
2021-02-18,7,-5,晴,东北风,1级,40,优,1
2021-02-19,16,-2,多云,西北风,1级,63,良,2
2021-02-20,20,3,阴~多云,西北风,1级,73,良,2
2021-02-21,25,4,阴~晴,西北风,2级,114,轻度污染,3
2021-02-22,12,0,多云,东北风,3级,61,良,2
2021-02-23,3,-3,阴,东南风,2级,46,优,1
2021-02-24,5,-3,阴~多云,东南风,1级,62,良,2
2021-02-25,8,-3,阴~晴,东北风,1级,107,轻度污染,3
2021-02-26,11,-3,多云~晴,南风,1级,171,中度污染,4
2021-02-27,11,1,多云~雨夹雪,南风,2级,143,轻度污染,3
2021-02-28,5,0,小雨~雨夹雪,东北风,2级,128,轻度污染,3
2021-03-01,5,-6,小雪~多云,南风,2级,34,优,1
2021-03-02,4,-2,多云,南风,微风,83,良,2
2021-03-03,6,2,多云~阴,东北风,1级,153,中度污染,4
2021-03-04,11,2,阴~多云,东北风,1级,198,中度污染,4
2021-03-05,9,-2,雾~多云,东南风,2级,169,中度污染,4
2021-03-06,4,-5,阴~晴,南风,2级,49,优,1
2021-03-07,8,-2,多云,西南风,微风,76,良,2
2021-03-08,10,1,多云,西南风,1级,109,轻度污染,3
2021-03-09,15,3,多云,北风,1级,182,中度污染,4
2021-03-10,16,8,雾,西南风,2级,248,重度污染,5
2021-03-11,17,7,阴,南风,2级,143,轻度污染,3
2021-03-12,10,6,小雨~雾,东南风,2级,138,轻度污染,3
2021-03-13,14,8,多云,东南风,1级,152,中度污染,4
2021-03-14,13,9,阴,南风,2级,178,中度污染,4
2021-03-15,12,2,扬沙~浮尘,西北风,3级,347,严重污染,6
2021-03-16,15,3,浮尘,北风,2级,172,中度污染,4
2021-03-17,13,6,小雨,东南风,2级,195,中度污染,4
2021-03-18,8,3,阴~多云,东南风,2级,98,良,2
2021-03-19,10,5,阴~小雨,西南风,2级,94,良,2
2021-03-20,13,3,浮尘~晴,西北风,3级,83,良,2
2021-03-21,12,1,晴,西北风,3级,29,优,1
2021-03-22,19,5,晴,西南风,2级,122,轻度污染,3
2021-03-23,23,8,晴,西南风,微风,90,良,2
2021-03-24,21,6,阴~晴,东北风,2级,103,轻度污染,3
2021-03-25,21,11,多云,西南风,2级,81,良,2
2021-03-26,14,10,小雨~雾,东南风,1级,168,中度污染,4
2021-03-27,18,10,雾~浮尘,南风,2级,181,中度污染,4
2021-03-28,18,8,扬沙~晴,西北风,4级,282,重度污染,5
2021-03-29,19,6,多云~晴,西北风,2级,91,良,2
2021-03-30,21,9,多云~晴,西南风,2级,144,轻度污染,3
2021-03-31,24,10,多云,东北风,2级,126,轻度污染,3
2021-04-01,18,12,阴,东南风,2级,118,轻度污染,3
2021-04-02,16,10,阴~小雨,东南风,微风,56,良,2
2021-04-03,18,7,晴,东北风,3级,42,优,1
2021-04-04,19,7,晴~多云,西南风,2级,30,优,1
2021-04-05,18,8,阴~多云,西南风,微风,60,良,2
2021-04-06,21,10,多云,西南风,2级,57,良,2
2021-04-07,19,5,晴,东南风,微风,74,良,2
2021-04-08,19,8,晴~多云,东南风,2级,62,良,2
2021-04-09,18,6,多云,东南风,2级,67,良,2
2021-04-10,20,12,阴~多云,南风,2级,90,良,2
2021-04-11,20,9,阴,南风,3级,79,良,2
2021-04-12,16,8,多云,西北风,3级,82,良,2
2021-04-13,16,5,晴,西北风,3级,27,优,1
2021-04-14,22,10,晴~多云,西南风,2级,69,良,2
2021-04-15,21,8,扬沙,西风,3级,168,中度污染,4
2021-04-16,17,9,多云~晴,西北风,3级,119,轻度污染,3
2021-04-17,20,5,晴,西北风,3级,33,优,1
2021-04-18,25,10,晴,西南风,2级,63,良,2
2021-04-19,27,15,晴~多云,西南风,2级,100,良,2
2021-04-20,26,13,阴~多云,南风,2级,96,良,2
2021-04-21,21,12,阴~小雨,南风,3级,67,良,2
2021-04-22,16,9,小雨~多云,东南风,2级,56,良,2
2021-04-23,21,12,多云,东南风,2级,49,优,1
2021-04-24,18,13,阴~多云,东南风,2级,39,优,1
2021-04-25,20,10,阴,南风,2级,64,良,2
2021-04-26,22,8,阴~浮尘,南风,2级,64,良,2
2021-04-27,22,11,扬沙~晴,西北风,3级,73,良,2
2021-04-28,22,10,阴~多云,西南风,微风,61,良,2
2021-04-29,18,8,多云,西北风,3级,58,良,2
2021-04-30,14,6,阴~晴,西北风,2级,30,优,1
2021-05-01,20,7,晴,北风,3级,33,优,1
2021-05-02,21,13,阴~晴,南风,3级,39,优,1
2021-05-03,24,13,晴~多云,西南风,微风,63,良,2
2021-05-04,23,10,多云,西北风,3级,53,良,2
2021-05-05,27,16,晴,西南风,微风,70,良,2
2021-05-06,19,14,多云~扬沙,西风,4级,185,中度污染,4
2021-05-07,25,17,晴,西北风,4级,120,轻度污染,3
2021-05-08,26,12,多云,西北风,3级,174,中度污染,4
2021-05-09,26,13,多云,东南风,2级,50,优,1
2021-05-10,23,13,阴~多云,东南风,2级,54,良,2
2021-05-11,24,13,多云,东南风,2级,55,良,2
2021-05-12,26,15,多云,东北风,2级,52,良,2
2021-05-13,23,16,阴~多云,东南风,2级,69,良,2
2021-05-14,23,18,多云~阴,东南风,2级,67,良,2
2021-05-15,19,15,小雨,东北风,3级,37,优,1
2021-05-16,26,13,阴~晴,西北风,微风,26,优,1
2021-05-17,31,15,晴,西南风,2级,48,优,1
2021-05-18,32,19,多云,西南风,2级,61,良,2
2021-05-19,30,19,阴,西南风,微风,71,良,2
2021-05-20,28,16,阴~多云,西南风,2级,67,良,2
2021-05-21,30,20,晴~雷阵雨,西南风,2级,84,良,2
2021-05-22,32,16,阴~雷阵雨,西南风,2级,72,良,2
2021-05-23,26,13,扬沙~晴,西北风,微风,115,轻度污染,3
2021-05-24,24,13,多云,西北风,3级,57,良,2
2021-05-25,28,15,多云,西南风,微风,63,良,2
2021-05-26,28,13,阴~晴,北风,2级,57,良,2
2021-05-27,28,16,雷阵雨~多云,西北风,3级,47,优,1
2021-05-28,29,16,晴~多云,西北风,3级,29,优,1
2021-05-29,27,15,晴~小雨,东风,3级,44,优,1
2021-05-30,27,15,晴~小雨,东南风,2级,46,优,1
2021-05-31,19,14,雷阵雨~小雨,东风,2级,49,优,1
2021-06-01,28,17,多云~雷阵雨,东南风,2级,42,优,1
2021-06-02,29,14,多云~晴,北风,2级,49,优,1
2021-06-03,28,17,晴,西北风,3级,28,优,1
2021-06-04,30,16,晴,西北风,3级,35,优,1
2021-06-05,34,18,晴,西北风,2级,32,优,1
2021-06-06,33,20,多云~小雨,东风,2级,50,优,1
2021-06-07,27,19,阴,东南风,3级,53,良,2
2021-06-08,29,21,阴~小雨,东南风,2级,69,良,2
2021-06-09,25,19,阴~中雨,西北风,2级,56,良,2
2021-06-10,32,18,阴~晴,西风,2级,31,优,1
2021-06-11,36,20,阴~多云,西南风,2级,54,良,2
2021-06-12,36,24,阴~多云,南风,2级,88,良,2
2021-06-13,34,23,阴~雷阵雨,南风,2级,82,良,2
2021-06-14,25,23,小雨~雷阵雨,东北风,2级,31,优,1
2021-06-15,30,21,阴,东南风,2级,58,良,2
2021-06-16,22,20,阴~小雨,东南风,2级,37,优,1
2021-06-17,32,19,晴,西北风,3级,29,优,1
2021-06-18,34,19,阴~晴,西北风,3级,26,优,1
2021-06-19,37,20,晴,西北风,3级,30,优,1
2021-06-20,36,21,晴,西北风,2级,34,优,1
2021-06-21,35,21,多云,东北风,2级,71,良,2
2021-06-22,32,21,晴~小雨,南风,2级,48,优,1
2021-06-23,25,22,阴~小雨,东南风,2级,38,优,1
2021-06-24,27,20,阴~小雨,南风,2级,44,优,1
2021-06-25,28,22,小雨~雷阵雨,东南风,2级,58,良,2
2021-06-26,28,23,多云,东北风,2级,43,优,1
2021-06-27,33,23,多云,东风,2级,71,良,2
2021-06-28,30,22,阴~雷阵雨,东南风,1级,71,良,2
2021-06-29,27,22,阴~雷阵雨,东南风,2级,44,优,1
2021-06-30,30,23,阴,东风,1级,41,优,1
2021-07-01,30,22,雷阵雨,西南风,2级,37,优,1
2021-07-02,30,19,阴~大雨,南风,2级,37,优,1
2021-07-03,28,21,雷阵雨,东风,2级,41,优,1
2021-07-04,33,21,多云,西南风,2级,33,优,1
2021-07-05,32,21,阴~中雨,东风,2级,41,优,1
2021-07-06,30,22,多云,西南风,2级,40,优,1
2021-07-07,32,23,多云,东南风,2级,61,良,2
2021-07-08,33,22,晴~多云,北风,2级,45,优,1
2021-07-09,32,23,多云~晴,东风,1级,58,良,2
2021-07-10,31,23,多云~雷阵雨,东南风,2级,65,良,2
2021-07-11,30,23,阴~大雨,东南风,2级,52,良,2
2021-07-12,25,21,暴雨~小雨,东风,3级,16,优,1
2021-07-13,31,24,阴~多云,北风,1级,25,优,1
2021-07-14,32,24,阴~雷阵雨,东南风,2级,62,良,2
2021-07-15,32,24,阴,东南风,2级,46,优,1
2021-07-16,30,24,阴~中雨,东南风,2级,37,优,1
2021-07-17,29,23,阴~雷阵雨,东北风,2级,28,优,1
2021-07-18,27,23,中雨~雷阵雨,东北风,1级,29,优,1
2021-07-19,30,23,阴~雷阵雨,东南风,2级,29,优,1
2021-07-20,31,23,阴~多云,东南风,2级,38,优,1
2021-07-21,28,23,阴~雷阵雨,东南风,1级,37,优,1
2021-07-22,28,23,小雨~雷阵雨,东南风,1级,31,优,1
2021-07-23,31,23,晴~多云,南风,2级,31,优,1
2021-07-24,32,24,多云,南风,2级,51,良,2
2021-07-25,33,25,阴~多云,南风,2级,56,良,2
2021-07-26,32,25,阴~雷阵雨,南风,2级,61,良,2
2021-07-27,27,24,阴~雷阵雨,东北风,2级,27,优,1
2021-07-28,28,24,阴~雷阵雨,东北风,1级,24,优,1
2021-07-29,26,22,中雨~大雨,东北风,2级,21,优,1
2021-07-30,30,22,阴~晴,西北风,2级,20,优,1
2021-07-31,34,23,多云~雷阵雨,东北风,2级,53,良,2
2021-08-01,32,23,晴,北风,3级,25,优,1
2021-08-02,33,23,晴~多云,东北风,2级,27,优,1
2021-08-03,31,24,阴~雷阵雨,南风,2级,44,优,1
2021-08-04,31,23,阴~多云,东南风,2级,48,优,1
2021-08-05,32,23,阴~多云,东南风,1级,54,良,2
2021-08-06,33,22,阴~晴,东南风,1级,44,优,1
2021-08-07,33,23,阴~多云,东南风,2级,74,良,2
2021-08-08,31,23,阴~雷阵雨,南风,2级,72,良,2
2021-08-09,30,22,多云~雷阵雨,东北风,2级,45,优,1
2021-08-10,33,23,多云~晴,东南风,1级,40,优,1
2021-08-11,30,23,多云~雷阵雨,东北风,2级,37,优,1
2021-08-12,29,22,阴~雷阵雨,东南风,2级,39,优,1
2021-08-13,29,22,阴~雷阵雨,东南风,2级,36,优,1
2021-08-14,28,22,阴~雷阵雨,东南风,2级,37,优,1
2021-08-15,28,22,阴~雷阵雨,东南风,2级,37,优,1
2021-08-16,28,22,阴~雷阵雨,东南风,1级,38,优,1
2021-08-17,30,21,多云,东风,2级,32,优,1
2021-08-18,28,23,阴~小雨,东南风,2级,36,优,1
2021-08-19,24,20,中雨~小雨,东南风,2级,31,优,1
2021-08-20,28,21,阴~晴,东北风,1级,32,优,1
2021-08-21,31,22,晴~多云,西南风,2级,36,优,1
2021-08-22,30,23,阴~雷阵雨,西南风,2级,64,良,2
2021-08-23,30,20,阴~中雨,西南风,2级,54,良,2
2021-08-24,27,19,多云,西北风,2级,25,优,1
2021-08-25,28,19,多云~晴,西北风,2级,23,优,1
2021-08-26,30,19,多云,西北风,2级,24,优,1
2021-08-27,30,18,晴,西北风,2级,28,优,1
2021-08-28,28,18,阴~多云,北风,2级,33,优,1
2021-08-29,28,20,阴~多云,西南风,2级,43,优,1
2021-08-30,28,20,多云~小雨,东南风,2级,54,良,2
2021-08-31,27,17,多云~晴,南风,2级,46,优,1
2021-09-01,29,18,晴,西南风,2级,41,优,1
2021-09-02,29,20,多云,西南风,2级,53,良,2
2021-09-03,30,22,多云~雷阵雨,东南风,1级,61,良,2
2021-09-04,24,19,多云,东南风,1级,40,优,1
2021-09-05,24,22,多云~中雨,东南风,1级,30,优,1
2021-09-06,23,14,多云~晴,北风,2级,19,优,1
2021-09-07,27,17,晴,西南风,2级,32,优,1
2021-09-08,28,19,多云~阴,东南风,1级,44,优,1
2021-09-09,27,18,多云~阴,东南风,1级,49,优,1
2021-09-10,29,19,多云,东北风,2级,63,良,2
2021-09-11,31,21,多云~中雨,东北风,1级,76,良,2
2021-09-12,23,20,多云~雷阵雨,东北风,2级,51,良,2
2021-09-13,29,20,多云~雷阵雨,东北风,2级,39,优,1
2021-09-14,25,17,多云,东南风,1级,42,优,1
2021-09-15,25,19,多云~小雨,南风,1级,46,优,1
2021-09-16,24,17,小雨~雾,东北风,1级,36,优,1
2021-09-17,27,17,多云~晴,东南风,1级,31,优,1
2021-09-18,24,19,多云~小雨,东南风,1级,47,优,1
2021-09-19,18,16,中雨,南风,2级,36,优,1
2021-09-20,21,15,中雨~多云,西北风,3级,21,优,1
2021-09-21,27,14,多云~晴,西北风,2级,23,优,1
2021-09-22,29,17,多云,西南风,1级,32,优,1
2021-09-23,27,17,多云~中雨,东南风,2级,52,良,2
2021-09-24,19,18,中雨,东北风,2级,30,优,1
2021-09-25,24,18,多云~小雨,东南风,2级,33,优,1
2021-09-26,20,18,小雨,东北风,1级,26,优,1
2021-09-27,28,17,雾,东北风,1级,34,优,1
2021-09-28,24,17,多云,南风,2级,49,优,1
2021-09-29,28,17,多云~小雨,东北风,2级,46,优,1
2021-09-30,22,16,多云,东北风,2级,59,良,2
2021-10-01,23,16,多云~小雨,东北风,2级,32,优,1
2021-10-02,21,17,多云~小雨,东风,1级,60,良,2
2021-10-03,21,15,小雨,北风,2级,52,良,2
2021-10-04,18,12,小雨,北风,2级,19,优,1
2021-10-05,15,12,多云~中雨,西北风,2级,17,优,1
2021-10-06,12,6,中雨~多云,东北风,1级,13,优,1
2021-10-07,19,7,多云~晴,南风,1级,18,优,1
2021-10-08,20,11,多云~小雨,东南风,1级,35,优,1
2021-10-09,14,12,小雨~晴,南风,1级,39,优,1
2021-10-10,18,6,多云~晴,西北风,3级,27,优,1
2021-10-11,19,5,晴,北风,2级,35,优,1
2021-10-12,20,9,晴,东风,1级,38,优,1
2021-10-13,20,11,多云~小雨,东南风,1级,66,良,2
2021-10-14,19,11,多云,西北风,2级,47,优,1
2021-10-15,20,5,多云~晴,北风,3级,32,优,1
2021-10-16,12,1,晴,西北风,3级,24,优,1
2021-10-17,15,2,晴,西南风,2级,38,优,1
2021-10-18,17,4,多云~晴,东北风,2级,71,良,2
2021-10-19,14,1,晴,东北风,2级,22,优,1
2021-10-20,14,3,多云~晴,西南风,1级,49,优,1
2021-10-21,19,5,晴,西北风,2级,40,优,1
2021-10-22,18,2,晴,西北风,2级,32,优,1
2021-10-23,18,3,晴,西南风,1级,55,良,2
2021-10-24,17,4,多云,西南风,1级,109,轻度污染,3
2021-10-25,18,7,多云,南风,1级,175,中度污染,4
2021-10-26,22,5,多云~晴,北风,2级,102,轻度污染,3
2021-10-27,21,6,晴~多云,西北风,1级,29,优,1
2021-10-28,19,7,多云~小雨,东北风,1级,49,优,1
2021-10-29,19,6,多云~雾,东风,1级,105,轻度污染,3
2021-10-30,20,8,多云,西北风,2级,145,轻度污染,3
2021-10-31,18,5,多云~阴,西北风,2级,57,良,2
2021-11-01,13,6,多云~阴,南风,1级,86,良,2
2021-11-02,12,4,小雨~雾,西南风,1级,89,良,2
2021-11-03,12,5,多云~雾,东南风,1级,121,轻度污染,3
2021-11-04,14,7,多云,东北风,1级,164,中度污染,4
2021-11-05,12,10,多云~小雨,东北风,1级,180,中度污染,4
2021-11-06,12,-1,小雨~大雪,北风,3级,119,轻度污染,3
2021-11-07,1,-4,中雪~多云,西北风,3级,14,优,1
2021-11-08,7,-2,晴,西北风,4级,21,优,1
2021-11-09,11,1,晴,西北风,4级,20,优,1
2021-11-10,14,2,晴,西北风,4级,19,优,1
2021-11-11,13,0,晴,西北风,3级,20,优,1
2021-11-12,15,0,晴,西北风,2级,38,优,1
2021-11-13,18,1,晴,西北风,2级,59,良,2
2021-11-14,16,2,晴,西北风,2级,58,良,2
2021-11-15,11,0,晴,东北风,1级,77,良,2
2021-11-16,11,2,多云~雾,西南风,1级,78,良,2
2021-11-17,13,1,多云~晴,西风,1级,115,轻度污染,3
2021-11-18,9,2,多云,北风,1级,157,中度污染,4
2021-11-19,10,3,多云~阴,东风,2级,34,优,1
2021-11-20,8,0,多云,东北风,1级,55,良,2
2021-11-21,7,-1,多云~晴,西北风,3级,124,轻度污染,3
2021-11-22,4,-5,晴,西北风,4级,37,优,1
2021-11-23,8,-4,晴,西南风,1级,45,优,1
2021-11-24,12,-2,多云~晴,西北风,1级,64,良,2
2021-11-25,13,-2,多云~晴,西北风,1级,66,良,2
2021-11-26,13,-3,多云~晴,北风,2级,47,优,1
2021-11-27,10,0,多云~阴,东北风,1级,92,良,2
2021-11-28,9,2,多云~阴,北风,1级,141,轻度污染,3
2021-11-29,7,-1,小雨~多云,北风,2级,89,良,2
2021-11-30,5,-5,多云~晴,西北风,4级,22,优,1
2021-12-01,9,-5,多云~晴,西风,2级,26,优,1
2021-12-02,13,0,多云~晴,西北风,3级,39,优,1
2021-12-03,13,-1,多云~晴,西北风,2级,43,优,1
2021-12-04,13,-3,多云~晴,北风,1级,50,优,1
2021-12-05,11,0,多云,西北风,1级,95,良,2
2021-12-06,12,-3,多云~晴,西北风,3级,52,良,2
2021-12-07,10,-3,多云,西北风,1级,31,优,1
2021-12-08,7,1,多云~小雨,东南风,1级,62,良,2
2021-12-09,4,-1,雾,东南风,1级,127,轻度污染,3
2021-12-10,9,-1,多云,北风,1级,96,良,2
2021-12-11,11,-3,多云~晴,西北风,3级,51,良,2
2021-12-12,3,-6,晴,西北风,3级,20,优,1
2021-12-13,4,-6,晴,西南风,1级,49,优,1
2021-12-14,6,-5,多云~晴,西北风,1级,74,良,2
2021-12-15,3,-4,多云~晴,东北风,1级,100,良,2
2021-12-16,4,-7,晴,西北风,3级,54,良,2
2021-12-17,0,-7,晴,西北风,3级,23,优,1
2021-12-18,5,-7,晴,西北风,2级,45,优,1
2021-12-19,9,-5,晴,西南风,1级,70,良,2
2021-12-20,13,-3,多云~晴,西北风,1级,79,良,2
2021-12-21,8,-2,多云~阴,东北风,2级,58,良,2
2021-12-22,5,-2,多云,东南风,1级,49,优,1
2021-12-23,-1,-5,多云~小雪,东风,2级,69,良,2
2021-12-24,-4,-10,晴,东北风,3级,27,优,1
2021-12-25,-4,-11,晴,西北风,3级,17,优,1
2021-12-26,-1,-8,晴,西北风,2级,28,优,1
2021-12-27,6,-8,晴,西北风,1级,56,良,2
2021-12-28,6,-5,多云~晴,西北风,1级,64,良,2
2021-12-29,5,-5,晴,西北风,3级,43,优,1
2021-12-30,6,-7,晴,西北风,3级,38,优,1
2021-12-31,5,-7,晴,东北风,1级,44,优,1
